lot,title,priority,photo_count,photo_review_status,source_photo_url,existing_photo_findings,market_research_status,required_next_checks,historical_unverified_low_usd,historical_unverified_high_usd,researched_low_usd,researched_high_usd,researched_max_hammer_usd
18288,"Large lot of assorted hoses, includes 2"" OD, 1.5"" SAE, 100R4 Flame resistant hoses, hydraulic, and m...",Medium,5,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/918b04abafe5191fead8/large,"Large piles of mixed industrial hose and coiled rubber tubing; weathered and dirty, inspect cracks and pressure ratings.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18293,"(1) General Electric 20 HP heavy duty industrial motor, 230/440V, 3 phase electric.",Medium,7,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/09e6cfbdb4de5df0ce2e/large,"Large green GE industrial electric motor on pallet, rusted housing and exposed drive end; voltage and function untested.",Not researched,"Verify exact model, voltage, completeness and operation | Identify defects and price necessary repairs | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18295,"(1) Sullair single axle, towable air compressor, shows 151 hours, 4-cylinder gas engine, 2"" ball, ma...",Medium,10,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/eec0468c0283495dd6b0/large,"Older towable Sullair compressor with complete-looking cabinet, small wheels, hitch, coiled hose and hour meter pictured. Chipped green paint and oxidized fittings; catalog claims runs/operates. Verify pressure output, oil leaks, tire age and trailer documents.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Identify defects and price necessary repairs | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",1500,3600,,,
18298,"(3) skids of assorted semi-truck exhaust pipe, includes flex pipe, tips, 90's, filters, mufflers, an...",Medium,11,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/dc42e4870e9c198405c5/large,"Several pallets of used truck exhaust tubes, elbows and mufflers, mixed diameters; corrosion and fitment unknown.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18304,"Lot of (4) approx. 20' chains, (6) snap style chain binders, and (1) ratcheting chain binder, also i...",Medium,5,Batch 02: all catalog images reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/f42d93cbd9801cca3ea8/large,"Chains, snap and ratcheting binders are visibly tangled with yard tools on a pallet; the photograph does not clearly document grade or completeness of each binder. Count usable pairs and inspect links before bid.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",110,280,,,
18305,"Lot of 4 ratcheting chain binders, (3) 10' and (1) approx. 20', broom, and shovel.",Medium,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/8a82e7da7bed213cc9c5/large,"Mixed long ratcheting chain binders, heavy chains and shovel on pallet; corrosion and safety labels uncertain.",Not researched,"Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18306,"Lot of (5) ratcheting chain binders, (4) snap style chains binders, various chains, spade and square...",Medium,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/bb6be04a53de3fa6e6cd/large,"Pallet of heavy ratcheting/snap binders, hooks, chains and shovels; worn, load ratings and latch condition unverified.",Not researched,"Count exact included models, quantities and accessories | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18318,"(1) approx. 1000-gallon steel fuel tank, bottom valve, top fill, approx. 61"" diameter x 12' length.",Medium,6,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/97c85ca0e69f84b0af10/large,Large red horizontal fuel tank on ground with top fittings and drain; severe exterior oxidation and unknown interior.,Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18381,"(1) 2000 Hitachi EX200LC-5, hydraulic crawler excavator, 8084 hours showing, foot pedal/joystick con...",Medium,32,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/7028f51aefd48a4c4a16/large,"Orange Hitachi EX200LC-5 tracked excavator with long boom and bucket, many cab/track/engine views; verify hydraulics and slew bearing.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Verify ratings, condition and applicable safety/title/pressure checks | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18382,"Kobelco SK210-9 (1) 2013 Kobelco, model SK210-9, hydraulic excavator, 4068 hours showing, enclosed c...",Medium,30,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/bf64580b2bc95277656d/large,"Yellow Kobelco SK210-9 tracked excavator with enclosed cab, boom and bucket, many track/engine views; no operational test.",Not researched,"Verify ratings, condition and applicable safety/title/pressure checks | Estimate removal, freight and local resale constraints | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18383,"(1) 1976 John Deere 762 motor scraper, open station, ROPS canopy, 7900 hours showing, John Deere 190...",Medium,26,Inspected (contact sheet),https://d1ljvnrgb7j023.cloudfront.net/files/1/f0c656bd247eff0fe05d/large,"Yellow John Deere 762 motor scraper, articulated heavy earthmoving chassis with large tires and bowl; tires/hydraulics untested.",Not researched,"Verify exact model, voltage, completeness and operation | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",,,,,
18454,"Lot of (4) various torque wrenches, includes 2 1/2"" drive, and 2 3/8"" drive.",Medium,6,Batch 03: contact sheet visually reviewed,https://d1ljvnrgb7j023.cloudfront.net/files/1/506692be1ac2b3e56bc8/large,"Four mixed conventional torque wrenches are laid on the floor, one alongside an empty-looking red molded carrying case; used chrome and grips visible. Calibration and internal clicking accuracy wholly unknown. Do not resell as accurate until verified.",Not researched,"Resolve identity/condition using existing source originals or in-person inspection | Count exact included models, quantities and accessories | Locate dated exact-model completed sales; adjust for quantity, condition and selling venue | Calculate net margin and conditional hammer ceiling only after evidence",65,155,,,
