"lot","internal_id","title","description","category","snapshot_bid_usd","photo_count","close_utc","indicative_resale_low_usd","indicative_resale_high_usd","conditional_max_hammer_usd","risk_flags","review_note","review_status","first_photo_url","photo_review_status","photo_findings","photo_review_sheet","historical_unverified_resale_low_usd","historical_unverified_resale_high_usd","historical_unverified_max_hammer_usd","market_research_status","market_evidence_urls","market_research_notes","market_research_date_utc","priority"
"18558","1705380","Contents of wood parts organizers, includes assorted bolts, nuts, assorted sizes, and (1) Ram bench ...","Contents of wood parts organizers, includes assorted bolts, nuts, assorted sizes, and (1) Ram bench grinder, 120V, does not include wood organizers, contents only.","General industrial surplus","5","5","2026-09-29T23:00:00Z","","","","Incomplete/defective per catalog","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (5 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Metal multi-bin shop organizer containing mixed bolts, nuts and small parts, bench grinder on top; sorting and electrical checks needed. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/09ff9ab4e7e331942269/large","Inspected (contact sheet)","Metal multi-bin shop organizer containing mixed bolts, nuts and small parts, bench grinder on top; sorting and electrical checks needed.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","35","125","15","Not researched","","","","Low"
"18559","1705381","Contents of wood organizer, includes assorted pipe fittings, elbows, 90° caps, reducers, and more, c...","Contents of wood organizer, includes assorted pipe fittings, elbows, 90° caps, reducers, and more, contents only, does not include cabinet.","Bulk materials and racking","5","6","2026-09-29T23:00:00Z","","","","Incomplete/defective per catalog","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (6 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Large metal multi-bin organizer filled with mixed pipe fittings and small hardware; dust and mixed inventory. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/94aa4ab921aa8ae9b584/large","Inspected (contact sheet)","Large metal multi-bin organizer filled with mixed pipe fittings and small hardware; dust and mixed inventory.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","35","140","15","Not researched","","","","Medium"
"18560","1705382","Lot of (4) metal parts cabinets, 2 measure 35"" wide x approx. 42"" tall x 11.5"" deep, 1 is 18"" wide x...","Lot of (4) metal parts cabinets, 2 measure 35"" wide x approx. 42"" tall x 11.5"" deep, 1 is 18"" wide x 42"" tall x 11 3/4"" deep, 1 is 35"" wide x 9.5"" tall x 11 3/4"" deep, contents include assorted standard bolts, nuts, washers, lag bolts, carriage bolts, and more.","General industrial surplus","5","17","2026-09-29T23:00:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Four large old steel compartment cabinets containing abundant mixed standard bolts, nuts, washers, long threaded rods and lag fasteners are photographed from seventeen angles. Many bins are visibly stocked while others are half empty, mixed or dusty; manufacturer labels mostly legible. Self-removal of four wall-mounted cabinets and sorting labor significantly reduce resale value.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/ef336e49564f6db785e9/large","Batch 04: visually inspected","Four large old steel compartment cabinets containing abundant mixed standard bolts, nuts, washers, long threaded rods and lag fasteners are photographed from seventeen angles. Many bins are visibly stocked while others are half empty, mixed or dusty; manufacturer labels mostly legible. Self-removal of four wall-mounted cabinets and sorting labor significantly reduce resale value.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","320","950","100","Not researched","","","","Low"
"18561","1705383","Contents of wood organizers, includes assorted hitch balls, clevises, hooks, rope eyelets, threaded ...","Contents of wood organizers, includes assorted hitch balls, clevises, hooks, rope eyelets, threaded rod, and more, contents of wood organizers only, does not include wood organizer.","General shop tools","5","11","2026-09-29T23:00:00Z","","","","Incomplete/defective per catalog","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Two tall multi-bin industrial shelving racks of mixed steel hardware, lifting eyes, chain, fasteners and steel stock visible; much stock dirty, rusted or loose. Sorting, lifting certification and transport labor substantial; confirm exactly which bins and shelves included.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/af34747daa1828f793cb/large","Batch 05: all source photographs inspected","Two tall multi-bin industrial shelving racks of mixed steel hardware, lifting eyes, chain, fasteners and steel stock visible; much stock dirty, rusted or loose. Sorting, lifting certification and transport labor substantial; confirm exactly which bins and shelves included.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","190","620","65","Not researched","","","","Low"
"30-1333","1799925","Lot of 4 wheels and tires, one does NOT match, GM 6-Lug","Lot of 4 wheels and tires, one does NOT match, GM 6-Lug","Tires and wheels","5","5","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (5 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Four GM six-lug wheels with Cooper Discoverer Radial tires on pallet; one visibly mismatched, verify sizes and DOT age. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/55d1dc225a5558d4f37d/large","Inspected (contact sheet)","Four GM six-lug wheels with Cooper Discoverer Radial tires on pallet; one visibly mismatched, verify sizes and DOT age.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","40","150","15","Not researched","","","","Low"
"18223","1705434","(1) Universal Spur Geared block/hoist, manual, tonnage is unknown, 1/2"" thick chain with block hook,...","(1) Universal Spur Geared block/hoist, manual, tonnage is unknown, 1/2"" thick chain with block hook, includes I-beam trolley, winning bidder responsible for proper removal. Trolley is approx. 16' in air.","Rigging and towing","5","10","2026-09-29T23:30:00Z","","","","Removal/loading; Safety inspection","Do not assume lifting rating. Inspect safety tags, hooks and damaged chain before any use.","Catalog triaged; image inspection and valuation pending","https://d1ljvnrgb7j023.cloudfront.net/files/1/761f49ad25d42caea396/large","Inspected (contact sheet)","Large ceiling-mounted industrial manual chain hoist with multiple chain falls and substantial lower hook, attached to overhead beam/trolley. Oxidation and age visible; working load limit, chain condition, brake and attachment integrity cannot be established from photos. Require qualified inspection and safe removal before use.","Temporary GitHub Actions artifact; visual-review-batch-06-partial.md","","","","Not researched","","","","Low"
"18224","1705435","(1) Ramco truck mount hydraulic jib crane arm, model RH5000, S/N 7159, does not include hydraulic ja...","(1) Ramco truck mount hydraulic jib crane arm, model RH5000, S/N 7159, does not include hydraulic jack or cylinder, frame only.","Power and hydraulics","5","5","2026-09-29T23:30:00Z","","","","Incomplete/defective per catalog","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (5 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Tall gray Ramco hydraulic truck jib crane with base and pivot assembly; visibly used, no separate hydraulic jack shown. Inspect mounting and rated load. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/1b674fe6086e834fa6f2/large","Inspected (contact sheet)","Tall gray Ramco hydraulic truck jib crane with base and pivot assembly; visibly used, no separate hydraulic jack shown. Inspect mounting and rated load.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","100","450","45","Not researched","","","","Low"
"18225","1705436","(1) Apache Bullseye III, laser receiver, with case and measuring stick, battery powered, in working ...","(1) Apache Bullseye III, laser receiver, with case and measuring stick, battery powered, in working condition.","General industrial surplus","5","8","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Apache Bullseye III laser receiver, case and stick are photographed; two images show its LED indicators illuminated. This supports power-on only, not accuracy or receiver calibration; verify mount and compatibility.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/c1360672a45ef88ca5e2/large","Batch 02: all catalog images reviewed","Apache Bullseye III laser receiver, case and stick are photographed; two images show its LED indicators illuminated. This supports power-on only, not accuracy or receiver calibration; verify mount and compatibility.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","135","295","48","Not researched","","","","Low"
"18226","1705437","(1) Spectra Precision Laser receiver, model LR50, with case, and magnetic mounting bar, in working c...","(1) Spectra Precision Laser receiver, model LR50, with case, and magnetic mounting bar, in working condition.","General industrial surplus","5","9","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Spectra Precision LR50 receiver and fitted case shown with mounting bar, packaged instructions and apparently present battery cover. No powered-on demonstration in photographs. Check whether the battery and receiver function.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/0c1e23fa390401385fe7/large","Batch 02: all catalog images reviewed","Spectra Precision LR50 receiver and fitted case shown with mounting bar, packaged instructions and apparently present battery cover. No powered-on demonstration in photographs. Check whether the battery and receiver function.","Temporary full-auction artifact orbitbid-1879-photos; see original visual-review-batch report","115","290","40","Not researched","","","","Low"
"18250","1705438","Lot of (2) new Gladiator 11R24.5 tires, model QR92P0S.","Lot of (2) new Gladiator 11R24.5 tires, model QR92P0S.","Tires and wheels","5","6","2026-09-29T23:30:00Z","","","","","UNVERIFIED EARLIER HEURISTIC—NOT A RESEARCHED MARKET VALUE OR BID RECOMMENDATION. Batch 09 source-verified all-photo composite examined (6 images); full-resolution individual-photo inspection and exact sold comps pending. Visible: Two Gladiator heavy-truck tires outdoors with new-looking tread/labels; verify DOT age and casing before use. Conditional as-is heuristic; verify exact fitment, function, handling costs and buyer premium/tax before bidding.","Market research pending; previous heuristic withdrawn; photo review status retained","https://d1ljvnrgb7j023.cloudfront.net/files/1/86b0f7f41f758cda756a/large","Inspected (contact sheet)","Two Gladiator heavy-truck tires outdoors with new-looking tread/labels; verify DOT age and casing before use.","Temporary artifact orbitbid-1879-remaining-09; visual-review-batch-09.md","100","300","35","Not researched","","","","Low"
